start_date,end_date,icd10_code,description,breakdown,usage
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",main_diagnosis,24
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",male,836
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",female,822
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",gender_unknown,10
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_0,0
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_1_4,58
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_5_9,147
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_10_14,197
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_15,39
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_16,35
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_17,33
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_18,35
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_19,25
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_20_24,197
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_25_29,184
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_30_34,199
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_35_39,120
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_40_44,111
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_45_49,46
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_50_54,52
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_55_59,47
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_60_64,22
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_65_69,20
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_70_74,12
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_75_79,12
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_80_84,10
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_85_89,8
2024-04-01,2025-03-31,F909,"Hyperkinetic disorder, unspecified",age_90plus,2
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,all_diagnoses,38840
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,main_diagnosis,324
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,male,25186
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,female,13632
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,gender_unknown,22
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_0,3
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_1_4,267
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_5_9,3882
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_10_14,6547
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_15,1745
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_16,1590
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_17,1656
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_18,1687
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_19,1546
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_20_24,6300
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_25_29,5158
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_30_34,3042
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_35_39,1817
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_40_44,1143
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_45_49,795
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_50_54,610
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_55_59,295
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_60_64,150
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_65_69,95
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_70_74,76
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_75_79,23
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_80_84,12
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_85_89,9
2019-04-01,2020-03-31,F900,Disturbance of activity and attention,age_90plus,9
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,all_diagnoses,81
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,main_diagnosis,12
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,male,57
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,female,24
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,gender_unknown,0
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_0,0
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_1_4,1
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_5_9,5
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_10_14,11
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_15,3
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_16,4
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_17,6
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_18,10
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_19,0
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_20_24,15
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_25_29,8
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_30_34,6
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_35_39,4
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_40_44,1
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_45_49,3
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_50_54,3
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_55_59,0
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_60_64,1
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_65_69,0
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_70_74,0
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_75_79,0
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_80_84,0
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_85_89,0
2019-04-01,2020-03-31,F901,Hyperkinetic conduct disorder,age_90plus,0
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,all_diagnoses,54
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,main_diagnosis,4
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,male,39
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,female,15
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,gender_unknown,0
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_0,0
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_1_4,9
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_5_9,11
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_10_14,7
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_15,6
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_16,2
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_17,2
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_18,1
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_19,3
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_20_24,2
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_25_29,1
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_30_34,4
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_35_39,0
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_40_44,0
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_45_49,1
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_50_54,2
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_55_59,0
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_60_64,0
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_65_69,1
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_70_74,2
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_75_79,0
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_80_84,0
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_85_89,0
2019-04-01,2020-03-31,F908,Other hyperkinetic disorders,age_90plus,0
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",all_diagnoses,950
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",main_diagnosis,71
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",male,632
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",female,307
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",gender_unknown,11
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_0,0
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_1_4,56
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_5_9,170
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_10_14,98
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_15,24
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_16,41
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_17,29
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_18,39
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_19,34
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_20_24,114
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_25_29,134
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_30_34,58
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_35_39,35
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_40_44,20
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_45_49,24
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_50_54,22
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_55_59,3
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_60_64,5
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_65_69,10
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_70_74,3
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_75_79,8
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_80_84,7
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_85_89,4
2019-04-01,2020-03-31,F909,"Hyperkinetic disorder, unspecified",age_90plus,1
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,all_diagnoses,10474
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,main_diagnosis,251
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,male,7884
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,female,2590
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,gender_unknown,0
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_0,0
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_1_4,135
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_5_9,1707
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_10_14,2799
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_15,831
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_16,650
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_17,582
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_18,596
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_19,501
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_20_24,1477
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_25_29,502
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_30_34,265
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_35_39,180
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_40_44,85
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_45_49,62
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_50_54,38
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_55_59,23
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_60_64,10
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_65_69,3
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_70_74,1
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_75_79,2
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_80_84,4
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_85_89,1
2012-04-01,2013-03-31,F900,Disturbance of activity and attention,age_90plus,0
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,all_diagnoses,43
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,main_diagnosis,19
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,male,33
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,female,10
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,gender_unknown,0
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_0,0
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_1_4,4
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_5_9,2
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_10_14,3
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_15,2
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_16,7
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_17,2
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_18,2
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_19,1
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_20_24,9
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_25_29,9
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_30_34,1
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_35_39,0
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_40_44,0
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_45_49,0
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_50_54,1
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_55_59,0
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_60_64,0
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_65_69,0
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_70_74,0
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_75_79,0
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_80_84,0
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_85_89,0
2012-04-01,2013-03-31,F901,Hyperkinetic conduct disorder,age_90plus,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,all_diagnoses,42
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,main_diagnosis,2
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,male,36
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,female,6
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,gender_unknown,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_0,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_1_4,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_5_9,3
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_10_14,30
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_15,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_16,1
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_17,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_18,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_19,4
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_20_24,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_25_29,1
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_30_34,3
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_35_39,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_40_44,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_45_49,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_50_54,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_55_59,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_60_64,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_65_69,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_70_74,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_75_79,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_80_84,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_85_89,0
2012-04-01,2013-03-31,F908,Other hyperkinetic disorders,age_90plus,0
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",all_diagnoses,324
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",main_diagnosis,47
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",male,245
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",female,79
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",gender_unknown,0
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_0,0
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_1_4,53
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_5_9,75
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_10_14,37
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_15,7
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_16,11
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_17,9
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_18,11
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_19,16
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_20_24,44
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_25_29,23
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_30_34,10
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_35_39,2
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_40_44,3
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_45_49,1
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_50_54,2
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_55_59,1
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_60_64,3
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_65_69,2
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_70_74,1
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_75_79,0
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_80_84,3
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_85_89,5
2012-04-01,2013-03-31,F909,"Hyperkinetic disorder, unspecified",age_90plus,5
